ref,dis,mos
169.png,169_len6_len3_gb_2.png,2.2
148.png,148_len6_st_3.png,3.8
339.png,339_len4_gb_2.png,3.0
84.png,84_len4_len1_gn_1.png,3.3
212.png,212_len5_len2_st_1.png,3.111111111
387.png,387_len1_bd_1.png,2.8
415.png,415_len3_gn_2.png,3.3
32.png,32_len2_gn_3.png,3.222222222
396.png,396_len4_len6_st_3.png,2.111111111
1.png,1_len3_bd_3.png,2.0
364.png,364_len3_len6_gb_2.png,2.333333333
26.png,26_len3_len6_st_3.png,1.8
188.png,188_len2_bd_2.png,3.0
362.png,362_len2_len5_bd_1.png,3.0
88.png,88_len3_gn_2.png,3.111111111
258.png,258_len2_len5_st_2.png,1.6
309.png,309_len3_len6_st_1.png,2.555555556
282.png,282_len1_len4_gn_2.png,3.0
275.png,275_len3_st_3.png,2.222222222
417.png,417_len2_gn_3.png,3.2
257.png,257_len3_len6_gn_2.png,2.5
245.png,245_len2_len5_bd_1.png,2.875
94.png,94_len5_len2_bd_1.png,3.0
426.png,426_len2_bd_2.png,2.3
298.png,298_len3_st_1.png,2.777777778
83.png,83_len5_len2_gb_2.png,2.3
308.png,308_len1_len5_gb_2.png,2.0
191.png,191_len2_len5_gb_3.png,1.666666667
234.png,234_len5_bd_3.png,2.666666667
277.png,277_len4_len1_bd_3.png,1.555555556
26.png,26_len3_len6_bd_2.png,2.777777778
183.png,183_len2_len5_bd_3.png,1.8
290.png,290_len3_gb_3.png,2.2
199.png,199_len2_gn_3.png,2.5
158.png,158_len2_gn_1.png,4.0
27.png,27_len1_len4_gb_1.png,2.777777778
262.png,262_len3_len6_st_1.png,2.625
227.png,227_len2_gn_1.png,3.8
328.png,328_len2_len5_bd_2.png,2.8
410.png,410_len1_len4_gn_2.png,3.0
365.png,365_len3_len6_st_1.png,2.8
19.png,19_len2_len6_gn_3.png,2.2
386.png,386_len5_gn_3.png,2.888888889
311.png,311_len5_len3_gn_3.png,2.5
418.png,418_len5_len3_bd_1.png,3.111111111
322.png,322_len1_len3_st_1.png,2.8
52.png,52_len1_st_2.png,2.5
192.png,192_len1_len4_bd_2.png,3.111111111
420.png,420_len3_len6_st_3.png,2.0
394.png,394_len5_len2_gb_3.png,2.0
380.png,380_len2_len6_gb_1.png,3.222222222
367.png,367_len2_bd_2.png,2.8
328.png,328_len2_len5_gn_2.png,2.333333333
270.png,270_len1_gn_3.png,3.2
30.png,30_len5_len3_st_2.png,2.7
233.png,233_len4_len1_gn_3.png,2.8
340.png,340_len3_bd_2.png,2.555555556
65.png,65_len4_st_1.png,2.1
83.png,83_len5_bd_3.png,2.2
308.png,308_len1_len5_bd_3.png,1.2
304.png,304_len3_len6_st_3.png,1.625
11.png,11_len3_len5_gb_2.png,2.444444444
346.png,346_len1_len3_bd_3.png,1.9
331.png,331_len3_len5_gn_2.png,2.8
425.png,425_len3_bd_2.png,2.444444444
64.png,64_len1_len5_bd_3.png,1.6
413.png,413_len2_len5_st_2.png,2.0
153.png,153_len1_st_3.png,2.6
276.png,276_len6_gn_3.png,3.555555556
268.png,268_len4_len1_gn_2.png,2.2
204.png,204_len4_bd_2.png,3.0
322.png,322_len1_gn_2.png,3.333333333
283.png,283_len6_gn_2.png,2.8
55.png,55_len5_st_2.png,1.777777778
105.png,105_len5_gn_2.png,3.1
230.png,230_len3_len6_st_1.png,2.555555556
413.png,413_len2_len5_gn_2.png,3.0
262.png,262_len3_len6_gb_3.png,2.333333333
192.png,192_len1_len4_gb_3.png,1.9
241.png,241_len4_st_1.png,2.8
377.png,377_len4_len2_st_2.png,2.0
337.png,337_len3_st_3.png,2.5
335.png,335_len5_len3_gb_2.png,2.8
426.png,426_len5_len2_bd_2.png,1.9
91.png,91_len4_bd_3.png,2.2
156.png,156_len1_len4_bd_1.png,2.7
281.png,281_len4_st_1.png,3.0
84.png,84_len4_len1_gb_2.png,2.2
234.png,234_len5_gn_3.png,2.888888889
249.png,249_len2_len5_gn_1.png,3.8
102.png,102_len2_bd_2.png,2.9
304.png,304_len3_len6_gb_2.png,2.222222222
96.png,96_len2_len6_gb_1.png,2.7
133.png,133_len1_st_3.png,1.7
327.png,327_len5_len3_st_2.png,2.4
19.png,19_len2_bd_1.png,3.5
11.png,11_len3_len5_gb_1.png,2.9
21.png,21_len6_bd_1.png,3.2
210.png,210_len1_st_1.png,3.2
154.png,154_len3_gn_3.png,3.333333333
105.png,105_len5_len3_st_2.png,2.4
173.png,173_len4_gb_2.png,2.222222222
190.png,190_len2_bd_3.png,3.0
220.png,220_len3_gb_3.png,2.375
293.png,293_len6_len3_st_2.png,2.2
104.png,104_len1_len4_gn_2.png,3.1
271.png,271_len5_st_3.png,2.4
273.png,273_len3_len6_bd_3.png,2.0
394.png,394_len5_gn_2.png,3.625
222.png,222_len1_len4_bd_2.png,2.333333333
277.png,277_len4_len1_bd_2.png,2.4
399.png,399_len2_bd_2.png,2.9
23.png,23_len4_bd_2.png,3.555555556
271.png,271_len5_len2_bd_2.png,2.6
375.png,375_len1_gb_2.png,3.5
223.png,223_len3_len6_gb_2.png,2.4
430.png,430_len4_len1_gb_2.png,2.1
427.png,427_len2_len4_bd_3.png,1.7
253.png,253_len2_len5_gb_1.png,3.1
266.png,266_len2_len5_gn_2.png,2.8
348.png,348_len3_gn_1.png,3.2
45.png,45_len2_gn_1.png,3.8
398.png,398_len1_bd_2.png,3.2
221.png,221_len6_gn_1.png,4.333333333
419.png,419_len5_bd_2.png,3.7
117.png,117_len3_len6_st_2.png,2.7
240.png,240_len5_len2_bd_3.png,2.111111111
59.png,59_len1_st_3.png,1.888888889
288.png,288_len4_len1_st_1.png,3.0
238.png,238_len5_len2_gn_1.png,4.0
204.png,204_len4_gb_1.png,3.666666667
125.png,125_len2_len4_bd_2.png,2.7
310.png,310_len4_len1_bd_2.png,2.111111111
170.png,170_len2_gn_2.png,3.6
274.png,274_len3_len5_gb_1.png,3.2
138.png,138_len4_len1_gn_1.png,3.75
115.png,115_len6_gb_3.png,2.4
228.png,228_len5_st_3.png,2.0
156.png,156_len1_len4_gb_1.png,2.875
185.png,185_len6_gn_3.png,3.375
190.png,190_len2_len5_bd_2.png,3.8
66.png,66_len4_st_2.png,2.4
138.png,138_len4_gn_3.png,3.3
289.png,289_len4_gb_3.png,2.2
248.png,248_len2_len5_bd_2.png,2.0
211.png,211_len6_len3_st_3.png,1.6
228.png,228_len5_bd_3.png,2.2
408.png,408_len5_len2_st_3.png,1.8
72.png,72_len6_len2_gb_2.png,2.444444444
380.png,380_len2_len6_bd_2.png,2.7
27.png,27_len1_len4_gn_3.png,2.0
149.png,149_len3_st_1.png,2.8
16.png,16_len5_bd_1.png,2.9
208.png,208_len4_len1_gn_3.png,2.8
257.png,257_len3_st_1.png,3.0
196.png,196_len2_len5_gn_1.png,2.875
66.png,66_len4_len6_gn_1.png,3.555555556
172.png,172_len4_len1_bd_3.png,1.888888889
101.png,101_len1_len4_st_1.png,2.25
80.png,80_len3_bd_2.png,2.3
114.png,114_len1_gn_3.png,3.0
327.png,327_len5_len3_bd_1.png,2.5
143.png,143_len5_st_3.png,2.5
15.png,15_len2_gn_2.png,2.9
406.png,406_len5_bd_3.png,2.2
362.png,362_len2_len5_gb_1.png,3.2
362.png,362_len2_len5_gb_3.png,1.857142857
8.png,8_len1_gb_1.png,3.111111111
257.png,257_len3_gn_3.png,2.6
261.png,261_len4_len1_gn_1.png,3.2
184.png,184_len6_st_2.png,2.6
90.png,90_len5_gb_3.png,2.8
107.png,107_len1_gn_1.png,3.333333333
172.png,172_len4_gn_2.png,3.0
141.png,141_len5_len2_st_2.png,2.8
75.png,75_len3_gn_1.png,3.5
229.png,229_len1_bd_1.png,3.2
159.png,159_len4_bd_3.png,2.222222222
187.png,187_len5_len2_gb_1.png,3.3
72.png,72_len6_len2_st_2.png,2.9
151.png,151_len3_len1_st_2.png,2.222222222
381.png,381_len1_gn_1.png,3.375
91.png,91_len4_st_2.png,3.1
299.png,299_len1_gb_2.png,2.8
375.png,375_len1_gb_1.png,3.75
384.png,384_len1_len4_gb_3.png,2.3
126.png,126_len1_gn_3.png,3.0
73.png,73_len4_len1_gb_1.png,3.6
408.png,408_len5_bd_1.png,3.375
238.png,238_len5_len2_gn_2.png,2.9
163.png,163_len5_gb_3.png,2.5
11.png,11_len3_gb_2.png,2.8
106.png,106_len6_st_2.png,2.875
307.png,307_len4_bd_2.png,2.555555556
421.png,421_len3_len6_st_1.png,3.2
138.png,138_len4_st_2.png,3.222222222
423.png,423_len3_st_3.png,2.2
172.png,172_len4_len1_st_1.png,2.2
231.png,231_len1_len4_gb_3.png,2.0
86.png,86_len4_gn_1.png,4.0
90.png,90_len5_gb_2.png,3.625
74.png,74_len6_len2_gb_1.png,2.9
288.png,288_len4_st_2.png,3.142857143
196.png,196_len2_len5_gn_2.png,3.2
142.png,142_len6_bd_1.png,3.4
246.png,246_len4_len2_bd_3.png,2.111111111
402.png,402_len3_gn_3.png,2.8
167.png,167_len4_bd_1.png,3.2
2.png,2_len2_gn_1.png,3.6
324.png,324_len5_bd_1.png,3.111111111
380.png,380_len2_st_1.png,3.222222222
20.png,20_len3_len6_gb_1.png,3.4
415.png,415_len3_len5_gb_1.png,3.2
316.png,316_len5_len2_st_1.png,2.4
106.png,106_len6_gn_3.png,3.222222222
297.png,297_len2_st_2.png,2.333333333
313.png,313_len2_len5_gn_1.png,3.0
247.png,247_len1_len5_st_2.png,2.0
66.png,66_len4_len6_st_1.png,2.7
197.png,197_len1_gn_3.png,3.2
204.png,204_len4_len1_gb_2.png,2.9
424.png,424_len4_len1_st_2.png,2.7
233.png,233_len4_st_3.png,3.333333333
240.png,240_len5_bd_3.png,2.4
61.png,61_len4_len1_gn_1.png,3.222222222
11.png,11_len3_len5_gn_2.png,2.777777778
414.png,414_len2_st_2.png,3.1
59.png,59_len1_st_2.png,3.0
271.png,271_len5_bd_3.png,3.333333333
332.png,332_len4_gn_2.png,2.7
373.png,373_len2_len4_bd_3.png,1.6
169.png,169_len6_st_2.png,3.4
254.png,254_len1_gn_1.png,3.9
348.png,348_len3_gb_2.png,2.9
50.png,50_len6_len3_st_2.png,2.857142857
395.png,395_len3_len6_gn_3.png,2.8
53.png,53_len4_len1_bd_3.png,1.5
111.png,111_len5_st_1.png,3.0
262.png,262_len3_len6_gb_1.png,2.8
360.png,360_len2_len6_st_2.png,2.1
395.png,395_len3_bd_1.png,3.777777778
235.png,235_len6_st_3.png,2.222222222
236.png,236_len5_st_2.png,3.2
243.png,243_len1_len4_st_2.png,2.222222222
326.png,326_len5_gb_3.png,2.5
22.png,22_len1_len4_st_1.png,3.3
273.png,273_len3_gn_2.png,2.0
108.png,108_len3_len6_gb_2.png,2.3
94.png,94_len5_bd_3.png,2.2
143.png,143_len5_gn_2.png,3.3
76.png,76_len5_len2_bd_1.png,3.0
203.png,203_len6_len3_gb_2.png,1.9
236.png,236_len5_len2_gb_2.png,1.666666667
111.png,111_len5_len2_gn_3.png,2.6
170.png,170_len2_bd_2.png,3.125
35.png,35_len4_len1_st_1.png,2.875
63.png,63_len3_st_1.png,2.333333333
175.png,175_len5_len2_st_3.png,2.2
222.png,222_len1_bd_1.png,3.555555556
205.png,205_len3_len6_gb_3.png,1.6
270.png,270_len1_gb_1.png,3.2
311.png,311_len5_len3_gb_3.png,2.125
409.png,409_len2_len5_gn_2.png,2.5
217.png,217_len2_len5_gb_2.png,2.2
286.png,286_len2_len6_st_2.png,2.3
253.png,253_len2_gb_1.png,2.888888889
175.png,175_len5_len2_st_2.png,2.2
389.png,389_len5_gb_2.png,3.0
56.png,56_len1_len4_gb_2.png,2.3
411.png,411_len4_gn_2.png,2.8
114.png,114_len1_st_3.png,2.0
311.png,311_len5_len3_st_1.png,3.4
262.png,262_len3_len6_bd_3.png,1.5
228.png,228_len5_gb_2.png,2.8
219.png,219_len3_len5_gb_1.png,2.7
328.png,328_len2_gb_3.png,2.3
9.png,9_len6_len2_st_2.png,2.9
202.png,202_len2_len5_gn_1.png,3.777777778
355.png,355_len3_len5_st_1.png,2.8
353.png,353_len2_len5_bd_1.png,3.2
49.png,49_len5_gn_3.png,2.2
421.png,421_len3_st_1.png,3.571428571
343.png,343_len3_gn_3.png,2.555555556
244.png,244_len4_len1_gn_2.png,3.222222222
4.png,4_len3_gb_3.png,2.7
280.png,280_len6_bd_1.png,3.2
261.png,261_len4_gb_2.png,2.875
10.png,10_len5_len3_gb_2.png,2.3
349.png,349_len3_gn_3.png,2.9
84.png,84_len4_len1_bd_1.png,2.8
77.png,77_len5_gb_1.png,3.222222222
110.png,110_len5_len2_gb_3.png,2.0
222.png,222_len1_len4_gb_1.png,2.8
194.png,194_len4_gn_3.png,3.2
111.png,111_len5_bd_2.png,2.8
345.png,345_len2_len5_bd_3.png,1.8
216.png,216_len2_gb_1.png,3.3
253.png,253_len2_len5_gn_3.png,2.3
405.png,405_len3_len6_gn_3.png,2.4
358.png,358_len6_len3_st_3.png,1.888888889
32.png,32_len2_len6_gb_1.png,3.2
292.png,292_len5_bd_2.png,3.0
338.png,338_len2_len6_st_3.png,1.888888889
36.png,36_len1_gb_3.png,2.444444444
393.png,393_len3_len6_gn_2.png,3.0
89.png,89_len2_len5_st_2.png,2.3
61.png,61_len4_gb_1.png,3.4
5.png,5_len5_gb_1.png,3.8
360.png,360_len2_len6_st_3.png,1.9
253.png,253_len2_len5_bd_2.png,1.9
110.png,110_len5_gn_1.png,3.222222222
326.png,326_len5_len2_bd_1.png,3.2
272.png,272_len3_len6_bd_2.png,2.3
235.png,235_len6_bd_1.png,3.2
234.png,234_len5_len2_gb_2.png,2.666666667
211.png,211_len6_len3_st_2.png,2.0
399.png,399_len2_gb_3.png,3.1
51.png,51_len3_st_3.png,2.8
259.png,259_len5_gn_2.png,3.111111111
221.png,221_len6_bd_3.png,2.75
152.png,152_len2_st_3.png,1.888888889
24.png,24_len2_len6_gn_1.png,3.8
262.png,262_len3_len6_st_3.png,2.222222222
36.png,36_len1_len5_st_2.png,2.5
396.png,396_len4_gn_3.png,2.5
39.png,39_len3_st_1.png,3.2
103.png,103_len1_len4_bd_3.png,2.1
133.png,133_len1_len4_bd_1.png,3.0
85.png,85_len2_bd_2.png,2.375
407.png,407_len3_len5_bd_2.png,2.4
271.png,271_len5_st_1.png,3.875
26.png,26_len3_len6_gb_1.png,3.555555556
275.png,275_len3_len6_gn_1.png,3.375
348.png,348_len3_len6_bd_2.png,2.333333333
177.png,177_len3_st_2.png,2.444444444
71.png,71_len4_bd_1.png,3.8
88.png,88_len3_len6_st_3.png,2.4
379.png,379_len5_gn_1.png,3.333333333
193.png,193_len4_bd_3.png,1.8
249.png,249_len2_len5_st_1.png,2.4
189.png,189_len4_bd_2.png,2.222222222
66.png,66_len4_gn_1.png,3.875
335.png,335_len5_bd_3.png,2.0
384.png,384_len1_bd_3.png,2.8
290.png,290_len3_bd_3.png,2.5
75.png,75_len3_len1_gb_2.png,2.444444444
279.png,279_len5_len3_st_1.png,3.1
75.png,75_len3_len1_gn_2.png,2.8
419.png,419_len5_len2_gn_2.png,3.1
361.png,361_len2_st_2.png,2.7
368.png,368_len3_gb_3.png,2.2
356.png,356_len6_len3_st_2.png,2.0
191.png,191_len2_bd_2.png,2.571428571
308.png,308_len1_bd_1.png,2.6
146.png,146_len4_len1_gn_2.png,2.2
49.png,49_len5_len1_st_2.png,2.25
326.png,326_len5_len2_st_3.png,2.0
377.png,377_len4_gn_3.png,2.555555556
140.png,140_len4_gn_3.png,3.0
242.png,242_len1_len4_st_1.png,3.25
266.png,266_len2_len5_st_1.png,2.8
377.png,377_len4_bd_3.png,1.8
401.png,401_len1_len4_st_1.png,2.7
308.png,308_len1_gb_1.png,3.333333333
325.png,325_len3_len6_st_3.png,2.2
54.png,54_len5_len2_st_2.png,2.2
321.png,321_len2_gn_3.png,2.8
182.png,182_len1_bd_2.png,2.8
213.png,213_len4_gn_3.png,3.0
50.png,50_len6_st_2.png,3.1
142.png,142_len6_bd_2.png,3.125
51.png,51_len3_len1_gb_2.png,2.333333333
126.png,126_len1_len4_st_3.png,2.4
401.png,401_len1_st_1.png,3.1
287.png,287_len4_len1_gb_1.png,3.2
366.png,366_len3_len6_bd_3.png,1.5
429.png,429_len1_st_2.png,2.8
265.png,265_len4_bd_2.png,3.1
204.png,204_len4_gb_3.png,2.2
248.png,248_len2_len5_gn_3.png,2.2
388.png,388_len3_bd_2.png,2.8
50.png,50_len6_len3_gb_1.png,2.8
99.png,99_len6_len2_st_3.png,2.0
358.png,358_len6_len3_gb_3.png,1.2
124.png,124_len3_gb_2.png,2.777777778
193.png,193_len4_gb_1.png,2.666666667
351.png,351_len2_len6_gb_3.png,1.9
365.png,365_len3_len6_gb_3.png,2.2
244.png,244_len4_gn_3.png,2.666666667
60.png,60_len1_bd_2.png,2.9
1.png,1_len3_len6_gb_1.png,3.25
65.png,65_len4_len1_gb_2.png,1.8
240.png,240_len5_st_3.png,2.666666667
182.png,182_len1_len4_gn_2.png,2.7
96.png,96_len2_st_1.png,2.2
71.png,71_len4_gb_3.png,1.8
225.png,225_len3_gn_1.png,3.0
356.png,356_len6_gb_3.png,2.25
205.png,205_len3_gb_1.png,3.125
255.png,255_len5_bd_2.png,2.9
424.png,424_len4_len1_gb_1.png,2.777777778
163.png,163_len5_len2_gn_3.png,3.0
249.png,249_len2_len5_bd_3.png,2.222222222
268.png,268_len4_gb_2.png,2.8
210.png,210_len1_gn_3.png,3.0
369.png,369_len1_gb_2.png,2.8
207.png,207_len1_gb_3.png,2.2
315.png,315_len6_len2_bd_2.png,2.2
39.png,39_len3_len1_gb_2.png,2.2
195.png,195_len4_gn_2.png,3.5
429.png,429_len3_len1_bd_1.png,2.7
18.png,18_len5_len3_gn_3.png,2.2
287.png,287_len4_st_3.png,2.3
321.png,321_len2_gb_1.png,3.2
184.png,184_len6_len3_bd_1.png,2.8
31.png,31_len3_len5_gn_1.png,3.222222222
184.png,184_len6_len3_bd_2.png,2.2
225.png,225_len3_len6_gb_3.png,1.8
371.png,371_len3_len6_gb_1.png,3.2
235.png,235_len6_gn_2.png,3.5
93.png,93_len4_len1_bd_2.png,2.8
236.png,236_len5_len2_st_2.png,2.111111111
334.png,334_len2_bd_2.png,2.8
193.png,193_len4_len6_st_3.png,2.6
88.png,88_len3_bd_2.png,2.9
217.png,217_len2_len5_st_2.png,2.888888889
103.png,103_len1_len4_gb_2.png,2.0
428.png,428_len3_st_2.png,2.777777778
324.png,324_len5_st_1.png,3.444444444
205.png,205_len3_len6_gn_3.png,2.125
238.png,238_len5_st_3.png,3.0
238.png,238_len5_len2_st_2.png,2.0
92.png,92_len5_gb_1.png,3.333333333
294.png,294_len2_st_2.png,3.2
315.png,315_len6_len2_gb_2.png,2.4
273.png,273_len3_gn_1.png,3.2
177.png,177_len3_gb_1.png,3.777777778
229.png,229_len1_len5_gn_1.png,3.3
196.png,196_len2_gb_3.png,1.9
394.png,394_len5_st_1.png,3.2
382.png,382_len4_len1_gn_1.png,2.2
220.png,220_len3_len6_st_3.png,1.555555556
11.png,11_len3_len5_gn_1.png,3.5
301.png,301_len2_len6_gb_3.png,2.2
372.png,372_len3_len5_st_2.png,2.0
209.png,209_len3_len6_gn_1.png,3.2
10.png,10_len5_gb_2.png,2.8
323.png,323_len4_bd_3.png,1.888888889
278.png,278_len6_len2_bd_2.png,2.0
69.png,69_len4_st_1.png,2.8
229.png,229_len1_len5_gn_3.png,2.5
371.png,371_len3_len6_gn_2.png,3.0
37.png,37_len5_gb_2.png,2.8
370.png,370_len2_st_1.png,2.888888889
368.png,368_len3_bd_2.png,3.0
349.png,349_len3_len5_gn_1.png,3.777777778
392.png,392_len5_gb_2.png,4.0
307.png,307_len4_len2_gb_2.png,2.5
337.png,337_len3_len6_bd_1.png,2.8
176.png,176_len5_len2_bd_1.png,3.0
133.png,133_len1_st_1.png,1.8
133.png,133_len1_gb_3.png,2.6
342.png,342_len3_st_2.png,2.2
99.png,99_len6_len2_st_2.png,2.4
356.png,356_len6_len3_gb_2.png,2.0
315.png,315_len6_gn_3.png,2.9
113.png,113_len3_len6_st_3.png,1.8
96.png,96_len2_st_2.png,2.625
305.png,305_len2_gb_1.png,3.5
418.png,418_len5_gn_2.png,3.2
63.png,63_len3_gn_3.png,3.125
203.png,203_len6_gn_2.png,2.777777778
149.png,149_len3_gb_1.png,3.222222222
171.png,171_len3_len6_st_1.png,1.2
49.png,49_len5_len1_bd_2.png,2.555555556
89.png,89_len2_len5_bd_3.png,2.2
365.png,365_len3_gb_2.png,2.888888889
68.png,68_len3_len5_st_3.png,1.2
234.png,234_len5_len2_bd_3.png,2.0
318.png,318_len4_gb_1.png,3.0
287.png,287_len4_len1_gb_3.png,1.8
159.png,159_len4_len1_bd_2.png,2.2
333.png,333_len3_bd_2.png,3.285714286
190.png,190_len2_gb_2.png,2.7
343.png,343_len3_len5_st_1.png,2.5
244.png,244_len4_gn_2.png,2.777777778
221.png,221_len6_len3_gn_2.png,2.75
425.png,425_len6_len3_st_3.png,2.111111111
224.png,224_len3_len6_st_1.png,2.666666667
119.png,119_len3_len6_gb_1.png,3.8
231.png,231_len1_len4_st_2.png,2.1
369.png,369_len1_gn_3.png,2.666666667
142.png,142_len6_len3_gb_1.png,3.625
311.png,311_len5_st_1.png,3.4
52.png,52_len1_gb_3.png,2.8
331.png,331_len3_bd_3.png,2.5
95.png,95_len4_gn_1.png,3.2
52.png,52_len1_gn_1.png,3.8
370.png,370_len2_gn_1.png,3.625
419.png,419_len5_len2_gn_3.png,2.555555556
46.png,46_len2_gn_1.png,3.6
348.png,348_len3_len6_gb_2.png,2.4
64.png,64_len1_bd_1.png,3.222222222
237.png,237_len3_st_1.png,2.0
195.png,195_len4_gb_2.png,3.1
313.png,313_len2_len5_gb_2.png,2.2
410.png,410_len1_st_1.png,2.8
298.png,298_len3_len1_bd_1.png,2.5
97.png,97_len4_len1_st_2.png,2.3
204.png,204_len4_st_3.png,2.666666667
331.png,331_len3_len5_gb_3.png,1.8
243.png,243_len1_len4_gn_3.png,2.4
407.png,407_len3_st_3.png,1.8
47.png,47_len3_len5_st_1.png,2.333333333
212.png,212_len5_len2_gn_3.png,2.2
164.png,164_len6_len3_gn_2.png,2.1
313.png,313_len2_st_1.png,2.6
389.png,389_len5_st_2.png,3.0
419.png,419_len5_len2_st_1.png,3.2
345.png,345_len2_bd_1.png,3.4
323.png,323_len4_len1_bd_3.png,1.3
178.png,178_len4_len1_gb_1.png,3.0
168.png,168_len5_bd_1.png,3.4
364.png,364_len3_len6_st_3.png,1.7
225.png,225_len3_bd_2.png,2.2
280.png,280_len6_gb_3.png,2.666666667
34.png,34_len3_gn_3.png,2.625
428.png,428_len3_len6_st_1.png,2.222222222
373.png,373_len2_len4_gb_3.png,2.3
160.png,160_len1_gn_3.png,3.111111111
165.png,165_len4_len1_st_2.png,2.2
108.png,108_len3_st_3.png,2.375
355.png,355_len3_len5_bd_2.png,2.4
59.png,59_len1_len5_gn_1.png,3.5
119.png,119_len3_len6_bd_2.png,2.1
66.png,66_len4_len6_gn_2.png,2.777777778
231.png,231_len1_gb_1.png,3.5
292.png,292_len5_len3_gb_3.png,2.2
296.png,296_len6_gb_1.png,2.8
229.png,229_len1_st_3.png,3.1
348.png,348_len3_st_3.png,2.0
354.png,354_len5_bd_3.png,2.0
118.png,118_len3_gb_2.png,2.444444444
341.png,341_len2_bd_3.png,2.2
350.png,350_len2_bd_3.png,2.4
307.png,307_len4_len2_gn_3.png,2.777777778
101.png,101_len1_bd_2.png,3.222222222
232.png,232_len2_gn_3.png,2.9
191.png,191_len2_len5_bd_1.png,2.8
223.png,223_len3_gn_1.png,4.125
297.png,297_len2_bd_2.png,2.4
4.png,4_len3_len5_bd_3.png,2.142857143
159.png,159_len4_len1_gn_2.png,2.2
69.png,69_len4_len1_bd_3.png,1.555555556
50.png,50_len6_bd_1.png,3.0
246.png,246_len4_gn_2.png,4.2
228.png,228_len5_len2_st_1.png,2.333333333
270.png,270_len1_len4_gn_3.png,2.428571429
137.png,137_len4_len1_st_2.png,1.8
1.png,1_len3_len6_gn_1.png,3.1
16.png,16_len5_st_3.png,2.25
413.png,413_len2_len5_gb_3.png,1.777777778
429.png,429_len1_bd_1.png,2.5
388.png,388_len3_len6_gb_3.png,2.0
394.png,394_len5_gn_3.png,3.0
315.png,315_len6_len2_bd_1.png,3.1
11.png,11_len3_len5_bd_3.png,1.555555556
390.png,390_len2_gb_3.png,2.8
86.png,86_len4_len1_st_2.png,2.2
421.png,421_len3_len6_gn_2.png,2.8
141.png,141_len5_st_2.png,2.75
223.png,223_len3_len6_gb_1.png,3.3
360.png,360_len2_st_3.png,2.0
390.png,390_len2_len5_gn_2.png,2.9
407.png,407_len3_len5_gn_3.png,2.3
64.png,64_len1_gn_1.png,3.8
423.png,423_len3_gn_3.png,3.4
250.png,250_len2_len5_gb_1.png,3.5
108.png,108_len3_bd_3.png,2.8
278.png,278_len6_gn_2.png,2.9
124.png,124_len3_len6_st_2.png,2.125
425.png,425_len6_len3_bd_2.png,2.6
223.png,223_len3_st_1.png,4.111111111
217.png,217_len2_len5_st_3.png,1.625
65.png,65_len4_len1_st_3.png,2.0
234.png,234_len5_st_3.png,2.75
62.png,62_len5_bd_1.png,3.5
263.png,263_len3_bd_1.png,2.5
9.png,9_len6_len2_gn_2.png,2.75
183.png,183_len2_st_3.png,2.5
271.png,271_len5_len2_gn_2.png,3.0
395.png,395_len3_bd_3.png,2.5
23.png,23_len4_st_2.png,3.222222222
137.png,137_len4_len1_gb_1.png,3.0
272.png,272_len3_len6_st_2.png,2.0
345.png,345_len2_len5_gb_1.png,3.1
352.png,352_len4_bd_3.png,2.666666667
127.png,127_len1_st_3.png,3.0
56.png,56_len1_st_1.png,3.444444444
331.png,331_len3_len5_bd_3.png,1.8
78.png,78_len4_len6_bd_2.png,2.1
247.png,247_len1_gn_3.png,3.0
205.png,205_len3_len6_st_2.png,2.222222222
197.png,197_len1_st_2.png,2.444444444
251.png,251_len2_len6_gn_3.png,2.0
333.png,333_len3_gn_1.png,3.7
101.png,101_len1_gn_3.png,3.2
422.png,422_len2_bd_3.png,2.2
54.png,54_len5_len2_gn_3.png,2.6
93.png,93_len4_gb_2.png,2.7
253.png,253_len2_gn_2.png,3.8
59.png,59_len1_len5_st_1.png,3.375
308.png,308_len1_len5_st_3.png,2.5
164.png,164_len6_len3_gn_3.png,2.111111111
205.png,205_len3_gn_3.png,2.4
184.png,184_len6_len3_gb_3.png,1.9
319.png,319_len3_len6_bd_2.png,2.2
87.png,87_len3_len6_gb_1.png,3.2
241.png,241_len4_len1_st_3.png,2.0
246.png,246_len4_bd_3.png,2.0
76.png,76_len5_len2_st_2.png,2.3
48.png,48_len4_len1_bd_2.png,2.625
59.png,59_len1_gn_3.png,2.666666667
369.png,369_len1_len3_gn_2.png,2.7
385.png,385_len5_len2_st_1.png,3.0
241.png,241_len4_len1_gb_3.png,1.666666667
206.png,206_len2_st_3.png,2.0
221.png,221_len6_len3_bd_3.png,1.6
259.png,259_len5_len2_gb_3.png,1.8
248.png,248_len2_len5_bd_3.png,1.375
247.png,247_len1_len5_gn_2.png,2.1
186.png,186_len2_st_1.png,2.666666667
95.png,95_len4_len6_bd_1.png,3.5
153.png,153_len1_len4_bd_1.png,3.8
128.png,128_len6_len2_st_2.png,2.5
347.png,347_len3_bd_1.png,3.0
260.png,260_len4_len6_st_1.png,3.3
95.png,95_len4_bd_1.png,3.2
396.png,396_len4_len6_gn_2.png,2.6
98.png,98_len3_gn_3.png,2.8
245.png,245_len2_len5_bd_3.png,1.8
47.png,47_len3_bd_3.png,2.111111111
1.png,1_len3_st_1.png,3.25
84.png,84_len4_len1_gn_3.png,2.8
